,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_ratio_usd,at_bonus_ratio_rmb,exchange_rate,bonus_amount_rmb,a_registration_date,b_registration_date,a_xr_date,b_xr_baseday,b_final_trade_date,a_bonus_date,b_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
600754,135404,420600754,上海锦江国际酒店发展股份有限公司,600754.XSHG,2014-12-31,年度分红,2015-03-28,10派4元(含税),80451.774,2015-07-01,10派4元(含税),80451.774,2015-07-28,10派4元(含税),80451.774,4.0,0.6541,3.8,6.1149,32180.7096,2015-08-03,2015-08-06,2015-08-04,2015-08-04,2015-08-03,2015-08-04,2015-08-14,80451.774,313002,实施方案
