,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
002236.XSHE,300004625,浙江大华技术股份有限公司,002236.XSHE,2017-12-31,年度分红,2018-03-09,10派2元(含税),289875.613,2018-04-28,10派2元(含税),289875.613,2018-05-05,10派2元(含税),289875.613,2.0,2.0,57975.1226,2018-05-10,2018-05-11,2018-05-11,289875.613,313002,实施方案
002353.XSHE,300010449,烟台杰瑞石油服务集团股份有限公司,002353.XSHE,2017-12-31,年度分红,2018-04-04,10派1.2元(含税),95785.3992,2018-04-27,10派1.2元(含税),95785.3992,2018-05-04,10派1.2元(含税),95785.3992,1.2,1.2,11494.2479,2018-05-10,2018-05-11,2018-05-11,95785.3992,313002,实施方案
