,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,transfer_ratio,bonus_ratio_rmb,transfer_number,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,a_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,a_transfer_arrival_date,plan_progress_code,plan_progress
002410.XSHE,300012609,广联达科技股份有限公司,002410.XSHE,2010-12-31,年度分红,2011-02-23,10转增5股派6元(含税),18000.0,2011-03-16,10转增5股派6元(含税),18000.0,2011-03-23,10转增5股派6元(含税),18000.0,5.0,6.0,9000.0,10800.0,2011-03-28,2011-03-29,2011-03-29,2011-03-29,18000.0,27000.0,4500.0,6750.0,2011-03-29,313002,实施方案
