,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,bonus_ratio_rmb,at_bonus_ratio_rmb,a_registration_date,a_xr_date,a_bonus_date,plan_progress_code,plan_progress
000401,145719,430000401,唐山冀东水泥股份有限公司,000401.XSHE,2013-12-31,年度分红,2014-04-15,10派1元(含税),2014-06-19,10派1元(含税),2014-08-05,10派1元(含税),1.0,0.95,2014-08-12,2014-08-13,2014-08-13,313002,实施方案
002594,22528,410001211,比亚迪股份有限公司,002594.XSHE,2013-12-31,年度分红,2014-03-20,10派0.5元(含税),2014-06-26,10派0.5元(含税),2014-08-07,10派0.5元(含税),0.5,0.475,2014-08-12,2014-08-13,2014-08-13,313002,实施方案
600085,25046,420600085,北京同仁堂股份有限公司,600085.XSHG,2013-12-31,年度分红,2014-03-25,10派2元(含税),2014-06-17,10派2元(含税),2014-08-07,10派2元(含税),2.0,2.0,2014-08-12,2014-08-13,2014-08-13,313002,实施方案
600150,27357,420600150,中国船舶工业股份有限公司,600150.XSHG,2013-12-31,年度分红,2014-04-19,10派0.1元(含税),2014-06-27,10派0.1元(含税),2014-08-07,10派0.1元(含税),0.1,0.095,2014-08-12,2014-08-13,2014-08-13,313002,实施方案
