,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
600350.XSHG,420600350,山东高速股份有限公司,600350.XSHG,2012-12-31,年度分红,2013-03-30,10派1.26元(含税),481116.5857,2013-06-05,10派1.26元(含税),481116.5857,2013-07-17,10派1.26元(含税),481116.5857,1.26,1.197,60620.6898,2013-07-22,2013-07-23,2013-07-29,481116.5857,313002,实施方案
600685.XSHG,420600685,中船海洋与防务装备股份有限公司,600685.XSHG,2012-12-31,年度分红,2013-03-27,10派1.2元(含税),64308.0854,2013-06-07,10派1.2元(含税),64308.0854,2013-07-11,10派1.2元(含税),64308.0854,1.2,1.14,7716.9702,2013-07-16,2013-07-17,2013-07-29,64308.0854,313002,实施方案
600705.XSHG,420600705,中航资本控股股份有限公司,600705.XSHG,2012-12-31,年度分红,2013-02-01,10派1.5元(含税),152247.0267,2013-06-27,10派1.5元(含税),152247.0267,2013-07-16,10派1.5元(含税),152247.0267,1.5,1.425,22837.054,2013-07-22,2013-07-23,2013-07-29,152247.0267,313002,实施方案
