,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,transfer_ratio,bonus_ratio_rmb,at_bonus_ratio_rmb,transfer_number,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,a_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,plan_progress_code,plan_progress
600497.XSHG,420600497,云南驰宏锌锗股份有限公司,600497.XSHG,2016-06-30,中期分红,2016-08-16,10转增10股派1元(含税),215494.9093,2016-09-01,10转增10股派1元(含税),215494.9093,2016-09-09,10转增10股派1元(含税),215494.9093,10.0,1.0,1.0,215494.9093,21549.4909,2016-09-14,2016-09-19,2016-09-19,2016-09-20,215494.9093,430989.8186,166756.089,333512.178,313002,实施方案
