,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000060,144740,430000060,深圳市中金岭南有色金属股份有限公司,000060.XSHE,2010-12-31,年度分红,2011-03-31,10转增3股派0.2元(含税),158687.76,2011-04-22,10转增3股派0.2元(含税),158687.76,2011-04-28,10转增3股派0.2元(含税),158687.76,0.2,3173.7552,2011-05-05,2011-05-06,2011-05-06,158687.76,313002,实施方案
002028,163115,430002028,思源电气股份有限公司,002028.XSHE,2010-12-31,年度分红,2011-03-19,10派8元(含税),43968.0,2011-04-22,10派8元(含税),43968.0,2011-04-28,10派8元(含税),43968.0,8.0,35174.4,2011-05-05,2011-05-06,2011-05-06,43968.0,313002,实施方案
002049,163659,430002049,紫光国芯微电子股份有限公司,002049.XSHE,2010-12-31,年度分红,2011-02-16,10派1.1元(含税),13500.0,2011-03-09,10派1.1元(含税),13500.0,2011-04-28,10派1.1元(含税),13500.0,1.1,1485.0,2011-05-05,2011-05-06,2011-05-06,13500.0,313002,实施方案
300168,12589,300015690,万达信息股份有限公司,300168.XSHE,2010-12-31,年度分红,2011-03-19,10派1元(含税),12000.0,2011-04-13,10派1元(含税),12000.0,2011-04-29,10派1元(含税),12000.0,1.0,1200.0,2011-05-05,2011-05-06,2011-05-06,12000.0,313002,实施方案
