,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000685.XSHE,430000685,中山公用事业集团股份有限公司,000685.XSHE,2013-12-31,年度分红,2014-04-22,10派1.5元(含税),77868.3215,2014-05-14,10派1.5元(含税),77868.3215,2014-06-18,10派1.5元(含税),77868.3215,1.5,1.425,11680.2482,2014-06-23,2014-06-24,2014-06-24,77868.3215,313002,实施方案
000825.XSHE,430000825,山西太钢不锈钢股份有限公司,000825.XSHE,2013-12-31,年度分红,2014-04-26,10派0.3元(含税),569624.7796,2014-05-22,10派0.3元(含税),569624.7796,2014-06-17,10派0.3元(含税),569624.7796,0.3,0.285,17088.7434,2014-06-23,2014-06-24,2014-06-24,569624.7796,313002,实施方案
600000.XSHG,420600000,上海浦东发展银行股份有限公司,600000.XSHG,2013-12-31,年度分红,2014-03-20,10派6.6元(含税),1865347.1415,2014-05-27,10派6.6元(含税),1865347.1415,2014-06-17,10派6.6元(含税),1865347.1415,6.6,6.27,1231129.1134,2014-06-23,2014-06-24,2014-06-24,1865347.1415,313002,实施方案
600549.XSHG,420600549,厦门钨业股份有限公司,600549.XSHG,2013-12-31,年度分红,2014-03-29,10派2.5元(含税),68198.0,2014-05-22,10派2.5元(含税),68198.0,2014-06-18,10派2.5元(含税),68198.0,2.5,2.375,17049.5,2014-06-23,2014-06-24,2014-06-24,68198.0,313002,实施方案
600754.XSHG,420600754,上海锦江国际酒店发展股份有限公司,600754.XSHG,2013-12-31,年度分红,2014-03-28,10派3.8元(含税),60324.074,2014-05-29,10派3.8元(含税),60324.074,2014-06-18,10派3.8元(含税),60324.074,3.8,3.61,22923.1481,2014-06-23,2014-06-24,2014-06-24,60324.074,313002,实施方案
600804.XSHG,420600804,鹏博士电信传媒集团股份有限公司,600804.XSHG,2013-12-31,年度分红,2014-04-12,10派1元(含税),138212.9269,2014-05-10,10派1元(含税),138212.9269,2014-06-18,10派1元(含税),138712.9269,1.0,0.95,13871.2927,2014-06-23,2014-06-24,2014-06-24,138712.9269,313002,实施方案
601107.XSHG,300007387,四川成渝高速公路股份有限公司,601107.XSHG,2013-12-31,年度分红,2014-03-28,10派0.8元(含税),305806.0,2014-05-29,10派0.8元(含税),305806.0,2014-06-17,10派0.8元(含税),305806.0,0.8,0.76,24464.48,2014-06-23,2014-06-24,2014-06-24,305806.0,313002,实施方案
601888.XSHG,300008313,中国国旅股份有限公司,601888.XSHG,2013-12-31,年度分红,2014-04-19,10派4元(含税),97623.7772,2014-05-17,10派4元(含税),97623.7772,2014-06-17,10派4元(含税),97623.7772,4.0,3.8,39049.5109,2014-06-23,2014-06-24,2014-06-24,97623.7772,313002,实施方案
