,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000895.XSHE,430000895,河南双汇投资发展股份有限公司,000895.XSHE,2015-12-31,年度分红,2016-03-30,10派12.5元(含税),329955.8284,2016-04-20,10派12.5元(含税),329955.8284,2016-04-22,10派12.5元(含税),329955.8284,12.5,12.5,412444.7855,2016-04-27,2016-04-28,2016-04-28,329955.8284,313002,实施方案
002468.XSHE,300014251,申通快递股份有限公司,002468.XSHE,2015-12-31,年度分红,2016-03-02,10派0.1元(含税),33177.6,2016-03-24,10派0.1元(含税),33177.6,2016-04-22,10派0.1元(含税),33177.6,0.1,0.1,331.776,2016-04-27,2016-04-28,2016-04-28,33177.6,313002,实施方案
