,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,dividend_arrival_date,a_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,a_transfer_arrival_date,plan_progress_code,plan_progress
002129.XSHE,300002703,天津中环半导体股份有限公司,002129.XSHE,2010-12-31,年度分红,2011-03-18,10送2转增3股派0.3元(含税),48282.9608,2011-04-09,10送2转增3股派0.3元(含税),48282.9608,2011-05-27,10送2转增3股派0.3元(含税),48282.9608,2.0,3.0,0.3,9656.5922,14484.8882,1448.4888,2011-06-01,2011-06-02,2011-06-02,2011-06-02,2011-06-02,48282.9608,72424.4412,25640.3146,38460.4719,2011-06-02,313002,实施方案
