,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
600600,40204,420600600,青岛啤酒股份有限公司,600600.XSHG,2016-12-31,年度分红,2017-03-31,10派3.5元(含税),135098.2795,2017-07-03,10派3.5元(含税),135098.2795,2017-07-20,10派3.5元(含税),135098.2795,3.5,3.5,47284.3978,2017-07-27,2017-07-28,2017-07-28,135098.2795,313002,实施方案
601163,17477,300022035,三角轮胎股份有限公司,601163.XSHG,2016-12-31,年度分红,2017-04-24,10派4元(含税),80000.0,2017-06-27,10派4元(含税),80000.0,2017-07-24,10派4元(含税),80000.0,4.0,4.0,32000.0,2017-07-27,2017-07-28,2017-07-28,80000.0,313002,实施方案
