,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
600522.XSHG,420600522,江苏中天科技股份有限公司,600522.XSHG,2016-12-31,年度分红,2017-04-26,10派1元(含税),2017-06-17,10派1元(含税),2017-07-18,10派1元(含税),306607.2521,1.0,1.0,30660.7252,2017-07-21,2017-07-24,2017-07-24,306607.2521,313002,实施方案
601717.XSHG,300013667,郑州煤矿机械集团股份有限公司,601717.XSHG,2016-12-31,年度分红,2017-03-28,10派0.11元(含税),2017-06-17,10派0.11元(含税),2017-07-18,10派0.11元(含税),173247.137,0.11,0.11,1905.7185,2017-07-21,2017-07-24,2017-07-24,173247.137,313002,实施方案
601898.XSHG,300004221,中国中煤能源股份有限公司,601898.XSHG,2016-12-31,年度分红,2017-03-23,10派0.39元(含税),2017-06-27,10派0.39元(含税),2017-07-17,10派0.39元(含税),1325866.34,0.39,0.39,51453.15,2017-07-21,2017-07-24,2017-07-24,1325866.34,313002,实施方案
601998.XSHG,300002721,中信银行股份有限公司,601998.XSHG,2016-12-31,年度分红,2017-03-23,10派2.15元(含税),2017-05-27,10派2.15元(含税),2017-07-17,10派2.15元(含税),4893479.6573,2.15,2.15,1052098.1263,2017-07-21,2017-07-24,2017-07-24,4893479.6573,313002,实施方案
