,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
002241.XSHE,300004688,歌尔股份有限公司,002241.XSHE,2016-12-31,年度分红,2017-03-22,10转增10股派1.5元(含税),2017-04-15,10转增10股派1.5元(含税),2017-04-22,10转增10股派1.5元(含税),152932.7333,1.5,1.5,22939.91,2017-04-27,2017-04-28,2017-04-28,152932.7333,313002,实施方案
600893.XSHG,420600893,中国航发动力股份有限公司,600893.XSHG,2016-12-31,年度分红,2017-03-17,10派1.38元(含税),2017-04-07,10派1.38元(含税),2017-04-22,10派1.38元(含税),194871.875,1.38,1.38,26892.3188,2017-04-27,2017-04-28,2017-04-28,194871.875,313002,实施方案
