,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,transfer_ratio,bonus_ratio_rmb,at_bonus_ratio_rmb,transfer_number,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,a_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,a_transfer_arrival_date,plan_progress_code,plan_progress
000895.XSHE,430000895,河南双汇投资发展股份有限公司,000895.XSHE,2012-12-31,年度分红,2013-03-26,10转增10股派13.5元(含税),110028.9224,2013-04-20,10转增10股派13.5元(含税),110028.9224,2013-04-23,10转增10股派13.5元(含税),110028.9224,10.0,13.5,12.825,110028.9224,148539.0452,2013-05-02,2013-05-03,2013-05-03,2013-05-03,110028.9224,220057.8448,60582.2173,121164.4346,2013-05-03,313002,实施方案
