,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
002106.XSHE,300001921,深圳莱宝高科技股份有限公司,002106.XSHE,2014-12-31,年度分红,2015-03-30,10派0.2元(含税),70581.616,2015-04-25,10派0.2元(含税),70581.616,2015-06-05,10派0.2元(含税),70581.616,0.2,0.19,1411.6323,2015-06-12,2015-06-15,2015-06-15,70581.616,313002,实施方案
600276.XSHG,420600276,江苏恒瑞医药股份有限公司,600276.XSHG,2014-12-31,年度分红,2015-03-31,10送2转增1股派1元(含税),150499.9312,2015-05-07,10送2转增1股派1元(含税),150499.9312,2015-06-09,10送2转增1股派1元(含税),150499.9312,1.0,0.85,15049.9931,2015-06-12,2015-06-15,2015-06-15,150499.9312,313002,实施方案
601088.XSHG,300003701,中国神华能源股份有限公司,601088.XSHG,2014-12-31,年度分红,2015-03-21,10派7.4元(含税),1988962.0455,2015-05-30,10派7.4元(含税),1988962.0455,2015-06-06,10派7.4元(含税),1988962.0455,7.4,7.03,1471831.9137,2015-06-12,2015-06-15,2015-06-15,1988962.0455,313002,实施方案
601098.XSHG,300015470,中南出版传媒集团股份有限公司,601098.XSHG,2014-12-31,年度分红,2015-04-14,10派2.7元(含税),179600.0,2015-05-07,10派2.7元(含税),179600.0,2015-06-09,10派2.7元(含税),179600.0,2.7,2.565,48492.0,2015-06-12,2015-06-15,2015-06-15,179600.0,313002,实施方案
