,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000039.XSHE,430000039,中国国际海运集装箱(集团)股份有限公司,000039.XSHE,2010-12-31,年度分红,2011-03-23,10派3.5元(含税),266239.6051,2011-04-14,10派3.5元(含税),266239.6051,2011-05-25,10派3.5元(含税),266239.6051,3.5,93183.8618,2011-05-31,2011-06-01,2011-06-01,266239.6051,313002,实施方案
000422.XSHE,430000422,湖北宜化化工股份有限公司,000422.XSHE,2010-12-31,年度分红,2011-03-05,10派1元(含税),54237.8052,2011-04-01,10派1元(含税),54237.8052,2011-05-26,10派1元(含税),54237.8052,1.0,5423.7805,2011-05-31,2011-06-01,2011-06-01,54237.8052,313002,实施方案
