,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000656,152370,430000656,金科地产集团股份有限公司,000656.XSHE,2016-12-31,年度分红,2017-03-30,10派2元(含税),2017-04-20,10派2元(含税),2017-05-23,10派2元(含税),534336.8316,2.0,2.0,106867.3663,2017-05-25,2017-05-26,2017-05-26,534336.8316,313002,实施方案
000738,155200,430000738,中国航发动力控制股份有限公司,000738.XSHE,2016-12-31,年度分红,2017-03-15,10派0.2元(含税),2017-04-07,10派0.2元(含税),2017-05-20,10派0.2元(含税),114564.2349,0.2,0.2,2291.2847,2017-05-25,2017-05-26,2017-05-26,114564.2349,313002,实施方案
000951,160877,430000951,中国重汽集团济南卡车股份有限公司,000951.XSHE,2016-12-31,年度分红,2017-03-30,10派2.3元(含税),2017-04-28,10派2.3元(含税),2017-05-19,10派2.3元(含税),67108.08,2.3,2.3,15434.8584,2017-05-25,2017-05-26,2017-05-26,67108.08,313002,实施方案
002468,11780,300014251,申通快递股份有限公司,002468.XSHE,2016-12-31,年度分红,2017-04-18,10派1元(含税),2017-05-13,10派1元(含税),2017-05-19,10派1元(含税),153080.2166,1.0,1.0,15308.0217,2017-05-25,2017-05-26,2017-05-26,153080.2166,313002,实施方案
002797,164337,460000069,第一创业证券股份有限公司,002797.XSHE,2016-12-31,年度分红,2017-03-25,10转增6股派0.4元(含税),2017-04-20,10转增6股派0.4元(含税),2017-05-19,10转增6股派0.4元(含税),218900.0,0.4,0.4,8756.0,2017-05-25,2017-05-26,2017-05-26,218900.0,313002,实施方案
300124,10239,300012527,深圳市汇川技术股份有限公司,300124.XSHE,2016-12-31,年度分红,2017-04-11,10派2.75元(含税),2017-05-16,10派2.75元(含税),2017-05-19,10派2.75元(含税),166511.1931,2.75,2.75,45790.5781,2017-05-25,2017-05-26,2017-05-26,166511.1931,313002,实施方案
600271,31439,420600271,航天信息股份有限公司,600271.XSHG,2016-12-31,年度分红,2017-03-23,10派2.5元(含税),2017-04-14,10派2.5元(含税),2017-05-18,10派2.5元(含税),186285.1758,2.5,2.5,46571.294,2017-05-25,2017-05-26,2017-05-26,186285.1758,313002,实施方案
600703,133327,420600703,三安光电股份有限公司,600703.XSHG,2016-12-31,年度分红,2017-04-13,10派2元(含税),2017-05-06,10派2元(含税),2017-05-19,10派2元(含税),407842.4928,2.0,2.0,81568.4986,2017-05-25,2017-05-26,2017-05-26,407842.4928,313002,实施方案
600859,139659,420600859,王府井集团股份有限公司,600859.XSHG,2016-12-31,年度分红,2017-03-18,10派4.3元(含税),2017-04-08,10派4.3元(含税),2017-05-19,10派4.3元(含税),77625.035,4.3,4.3,33378.7651,2017-05-25,2017-05-26,2017-05-26,77625.035,313002,实施方案
