,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000060,144748,430000060,深圳市中金岭南有色金属股份有限公司,000060.XSHE,2014-12-31,年度分红,2015-04-02,10派0.3元(含税),221262.7938,2015-04-24,10派0.3元(含税),221262.7938,2015-06-03,10派0.3元(含税),221262.7938,0.3,0.285,6637.8838,2015-06-09,2015-06-10,2015-06-10,221262.7938,313002,实施方案
000793,156578,430000793,华闻传媒投资集团股份有限公司,000793.XSHE,2014-12-31,年度分红,2015-03-25,10派0.5元(含税),205122.8683,2015-04-29,10派0.5元(含税),205122.8683,2015-06-04,10派0.5元(含税),205122.8683,0.5,0.475,10256.1434,2015-06-09,2015-06-10,2015-06-10,205122.8683,313002,实施方案
000937,160655,430000937,冀中能源股份有限公司,000937.XSHE,2014-12-31,年度分红,2015-04-29,10转增3股派1元(含税),271811.2962,2015-05-20,10转增3股派1元(含税),271811.2962,2015-06-03,10转增3股派1元(含税),271811.2962,1.0,0.95,27181.1296,2015-06-09,2015-06-10,2015-06-10,271811.2962,313002,实施方案
000951,160873,430000951,中国重汽集团济南卡车股份有限公司,000951.XSHE,2014-12-31,年度分红,2015-03-27,10派3元(含税),41942.55,2015-04-24,10派3元(含税),41942.55,2015-06-03,10派3元(含税),41942.55,3.0,2.85,12582.765,2015-06-09,2015-06-10,2015-06-10,41942.55,313002,实施方案
002146,2771,300003361,荣盛房地产发展股份有限公司,002146.XSHE,2014-12-31,年度分红,2015-03-20,10送4.5转增5.5股派2元(含税),190528.4913,2015-05-09,10送4.5转增5.5股派2元(含税),190528.4913,2015-06-03,10送4.5转增5.5股派2元(含税),190681.5583,2.0,1.675,38136.3117,2015-06-09,2015-06-10,2015-06-10,190681.5583,313002,实施方案
002429,10706,300012873,深圳市兆驰股份有限公司,002429.XSHE,2014-12-31,年度分红,2015-04-18,10派0.26元(含税),160178.7759,2015-05-14,10派0.26元(含税),160178.7759,2015-06-03,10派0.26元(含税),160178.7759,0.26,0.247,4164.6482,2015-06-09,2015-06-10,2015-06-10,160178.7759,313002,实施方案
002714,18807,300022995,牧原食品股份有限公司,002714.XSHE,2014-12-31,年度分红,2015-04-27,10转增10股派0.61元(含税),24200.0,2015-05-29,10转增10股派0.61元(含税),24200.0,2015-06-03,10转增10股派0.61元(含税),24200.0,0.61,0.5795,1476.2,2015-06-09,2015-06-10,2015-06-10,24200.0,313002,实施方案
600177,28303,420600177,雅戈尔集团股份有限公司,600177.XSHG,2014-12-31,年度分红,2015-04-30,10派5元(含税),222661.1695,2015-05-21,10派5元(含税),222661.1695,2015-06-04,10派5元(含税),222661.1695,5.0,4.75,111330.5848,2015-06-09,2015-06-10,2015-06-10,222661.1695,313002,实施方案
600208,29381,420600208,新湖中宝股份有限公司,600208.XSHG,2014-12-31,年度分红,2015-04-25,10派0.56元(含税),813813.1967,2015-05-19,10派0.56元(含税),813813.1967,2015-06-04,10派0.56元(含税),813813.1967,0.56,0.532,45573.539000000004,2015-06-09,2015-06-10,2015-06-10,813813.1967,313002,实施方案
600219,29764,420600219,山东南山铝业股份有限公司,600219.XSHG,2014-12-31,年度分红,2015-03-28,10派1元(含税),283518.4361,2015-04-18,10派1元(含税),283518.4361,2015-06-03,10派1元(含税),283518.4361,1.0,0.95,28351.8436,2015-06-09,2015-06-10,2015-06-10,283518.4361,313002,实施方案
600352,33831,420600352,浙江龙盛集团股份有限公司,600352.XSHG,2014-12-31,年度分红,2015-03-31,10转增10股派5元(含税),162666.593,2015-04-22,10转增10股派5元(含税),162666.593,2015-06-04,10转增10股派5元(含税),162666.593,5.0,4.75,81333.2965,2015-06-09,2015-06-10,2015-06-10,162666.593,313002,实施方案
601390,3844,300003904,中国中铁股份有限公司,601390.XSHG,2014-12-31,年度分红,2015-03-31,10派0.78元(含税),2129990.0,2015-05-19,10派0.78元(含税),2129990.0,2015-06-04,10派0.78元(含税),2129990.0,0.78,0.741,166139.22,2015-06-09,2015-06-10,2015-06-10,2129990.0,313002,实施方案
