,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000667.XSHE,430000667,美好置业集团股份有限公司,000667.XSHE,2016-12-31,年度分红,2017-02-18,10派0.25元(含税),255959.2332,2017-03-11,10派0.25元(含税),255959.2332,2017-04-21,10派0.25元(含税),255959.2332,0.25,0.25,6398.9808,2017-04-26,2017-04-27,2017-04-27,255959.2332,313002,实施方案
002624.XSHE,300021520,完美世界股份有限公司,002624.XSHE,2016-12-31,年度分红,2017-03-17,10派0.888元(含税),131467.3292,2017-04-08,10派0.888元(含税),131467.3292,2017-04-21,10派0.888元(含税),131467.4542,0.888,0.888,11674.3099,2017-04-26,2017-04-27,2017-04-27,131467.4542,313002,实施方案
600880.XSHG,420600880,成都博瑞传播股份有限公司,600880.XSHG,2016-12-31,年度分红,2017-03-01,10派0.2元(含税),109333.2092,2017-04-01,10派0.2元(含税),109333.2092,2017-04-20,10派0.2元(含税),109333.2092,0.2,0.2,2186.6642,2017-04-26,2017-04-27,2017-04-27,109333.2092,313002,实施方案
