,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,note,plan_progress_code,plan_progress
600030.XSHG,420600030,中信证券股份有限公司,600030.XSHG,2014-12-31,年度分红,2015-03-24,10派2.8185元(含税),1211690.84,2015-06-20,10派2.8185元(含税),1211690.84,2015-08-07,10派2.8185元(含税),1211690.84,2.8185,2.6776,341515.0633,2015-08-13,2015-08-14,2015-08-14,1211690.84,2015-06-24：因增发H股，对发行规模和分红进行调整。,313002,实施方案
