,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,at_bonus_ratio_rmb,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,dividend_arrival_date,a_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,a_transfer_arrival_date,plan_progress_code,plan_progress
000630.XSHE,430000630,铜陵有色金属集团股份有限公司,000630.XSHE,2015-06-30,中期分红,2015-08-29,10送5转增10股派0.6元(含税),382425.7474,2015-09-15,10送5转增10股派0.6元(含税),382425.7474,2015-09-17,10送5转增10股派0.6元(含税),382425.7474,5.0,10.0,0.6,0.6,191212.8737,382425.7474,22945.5448,2015-09-23,2015-09-24,2015-09-24,2015-09-24,2015-09-24,382425.7474,956064.3685,284313.6764,710784.191,2015-09-24,313002,实施方案
