,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,at_bonus_ratio_rmb,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,dividend_arrival_date,a_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,a_transfer_arrival_date,plan_progress_code,plan_progress
600010.XSHG,420600010,内蒙古包钢钢联股份有限公司,600010.XSHG,2014-06-30,中期分红,2014-08-28,10送0.5转增9.5股派0.125元(含税),800259.1027,2014-09-19,10送0.5转增9.5股派0.125元(含税),800259.1027,2014-09-23,10送0.5转增9.5股派0.125元(含税),800259.1027,0.5,9.5,0.125,0.0938,40012.9551,760246.1476,10003.2388,2014-09-26,2014-09-29,2014-09-29,2014-09-30,2014-09-30,800259.1027,1600518.2054,787101.2079,1574202.4158,2014-09-30,313002,实施方案
