,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,transfer_ratio,bonus_ratio_rmb,transfer_number,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,a_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,note,a_transfer_arrival_date,plan_progress_code,plan_progress
000598.XSHE,430000598,成都市兴蓉环境股份有限公司,000598.XSHE,2011-06-30,中期分红,2011-07-21,10转增10股派1元(含税),57678.585,2011-08-06,10转增10股派1元(含税),57678.585,2011-08-10,10转增10股派1元(含税),57678.585,10.0,1.0,57678.585,5767.8585,2011-08-15,2011-08-16,2011-08-16,2011-08-16,57678.585,115357.17,22054.8038,44109.6076,"2011-7-21:以重组前股本302470737为基数，对624,298.33元进行现金股利分配；并以重组后股本为基数10转增10派1。",2011-08-16,313002,实施方案
