,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,transfer_ratio,bonus_ratio_rmb,at_bonus_ratio_rmb,transfer_number,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,a_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,a_transfer_arrival_date,plan_progress_code,plan_progress
002456.XSHE,300013691,欧菲科技股份有限公司,002456.XSHE,2013-12-31,年度分红,2014-03-15,10转增10股派1.85元(含税),46508.0,2014-04-08,10转增10股派1.85元(含税),46508.0,2014-04-14,10转增10股派1.85元(含税),46508.0,10.0,1.85,1.7575,46508.0,8603.98,2014-04-21,2014-04-22,2014-04-22,2014-04-22,46508.0,93016.0,36035.2832,72070.5664,2014-04-22,313002,实施方案
