,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,transfer_ratio,bonus_ratio_rmb,at_bonus_ratio_rmb,transfer_number,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,a_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,note,a_transfer_arrival_date,plan_progress_code,plan_progress
002065.XSHE,300000405,东华软件股份公司,002065.XSHE,2013-12-31,年度分红,2014-04-11,10转增10股派2元(含税),2014-05-06,10转增10股派2元(含税),2014-05-26,10转增10股派2元(含税),73504.1371,10.0,2.0,1.9,73504.1371,14700.8274,2014-05-30,2014-06-03,2014-06-03,2014-06-03,73504.1371,147008.2742,66052.6151,132105.2302,"2014-06-05：因可转债转股实施，分配股本基数根据2014年05月30日总股本调整。
分配股本基数为分红派息股权登记日2014年05月30日登记在册的总股本",2014-06-03,313002,实施方案
