,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000630.XSHE,430000630,铜陵有色金属集团股份有限公司,000630.XSHE,2014-12-31,年度分红,2015-04-29,10转增10股派0.5元(含税),191212.8737,2015-05-21,10转增10股派0.5元(含税),191212.8737,2015-05-27,10转增10股派0.5元(含税),191212.8737,0.5,0.475,9560.6437,2015-06-01,2015-06-02,2015-06-02,191212.8737,313002,实施方案
002292.XSHE,300007988,奥飞娱乐股份有限公司,002292.XSHE,2014-12-31,年度分红,2015-04-29,10转增10股派0.8元(含税),63194.0162,2015-05-21,10转增10股派0.8元(含税),63194.0162,2015-05-27,10转增10股派0.8元(含税),63194.0162,0.8,0.76,5055.5213,2015-06-01,2015-06-02,2015-06-02,63194.0162,313002,实施方案
600406.XSHG,420600406,国电南瑞科技股份有限公司,600406.XSHG,2014-12-31,年度分红,2015-03-28,10派1.6元(含税),242895.3351,2015-04-24,10派1.6元(含税),242895.3351,2015-05-25,10派1.6元(含税),242895.3351,1.6,1.52,38863.2536,2015-06-01,2015-06-02,2015-06-02,242895.3351,313002,实施方案
