,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,note,plan_progress_code,plan_progress
600016,23091,420600016,中国民生银行股份有限公司,600016.XSHG,2014-06-30,中期分红,2014-08-29,10派0.75元(含税),2721952.3629,2014-12-24,10派0.75元(含税),2721952.3629,2014-12-31,10派0.75元(含税),2721952.3629,0.75,0.7125,204146.4272,2015-01-08,2015-01-09,2015-01-09,2721952.3629,分配股本基数为分红派息股权登记日登记在册的总股本,313002,实施方案
