,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
002450.XSHE,300013433,康得新复合材料集团股份有限公司,002450.XSHE,2013-12-31,年度分红,2014-04-21,10派0.91元(含税),2014-05-13,10派0.91元(含税),2014-05-15,10派0.909973元(含税),94593.1444,0.91,0.8645,8607.7207,2014-05-20,2014-05-21,2014-05-21,94593.1444,313002,实施方案
002475.XSHE,300014448,立讯精密工业股份有限公司,002475.XSHE,2013-12-31,年度分红,2014-03-04,10转增4股派0.7元(含税),2014-03-26,10转增4股派0.7元(含税),2014-05-15,10转增4股派0.7元(含税),54747.0,0.7,0.665,3832.29,2014-05-20,2014-05-21,2014-05-21,54747.0,313002,实施方案
600010.XSHG,420600010,内蒙古包钢钢联股份有限公司,600010.XSHG,2013-12-31,年度分红,2014-03-08,10派0.1元(含税),2014-04-01,10派0.1元(含税),2014-05-09,10派0.1元(含税),800259.1027,0.1,0.095,8002.590999999998,2014-05-15,2014-05-16,2014-05-21,800259.1027,313002,实施方案
