,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000883,158932,430000883,湖北能源集团股份有限公司,000883.XSHE,2010-12-31,年度分红,2011-04-30,10派2.04元(含税),206779.9713,2011-05-26,10派2.04元(含税),206779.9713,2011-07-14,10派2.04元(含税),206779.9713,2.04,42183.1141,2011-07-20,2011-07-21,2011-07-21,206779.9713,313002,实施方案
000917,159977,430000917,湖南电广传媒股份有限公司,000917.XSHE,2010-12-31,年度分红,2011-04-28,10派0.75元(含税),40637.8405,2011-05-28,10派0.75元(含税),40637.8405,2011-07-15,10派0.75元(含税),40637.8405,0.75,3047.8379999999997,2011-07-20,2011-07-21,2011-07-21,40637.8405,313002,实施方案
600150,27351,420600150,中国船舶工业股份有限公司,600150.XSHG,2010-12-31,年度分红,2011-04-15,10转增6股派6元(含税),66255.6538,2011-06-24,10转增6股派6元(含税),66255.6538,2011-07-11,10转增6股派6元(含税),66255.6538,6.0,39753.3923,2011-07-14,2011-07-15,2011-07-21,66255.6538,313002,实施方案
600432,35916,420600432,吉林吉恩镍业股份有限公司,600432.XSHG,2010-12-31,年度分红,2011-04-15,10派1元(含税),81112.1542,2011-06-25,10派1元(含税),81112.1542,2011-07-11,10派1元(含税),81112.1542,1.0,8111.2154,2011-07-14,2011-07-15,2011-07-21,81112.1542,313002,实施方案
601001,142161,420601001,大同煤业股份有限公司,601001.XSHG,2010-12-31,年度分红,2011-04-26,10派2.08元(含税),167370.0,2011-06-09,10派2.08元(含税),167370.0,2011-07-06,10派2.08元(含税),167370.0,2.08,34812.96,2011-07-12,2011-07-13,2011-07-21,167370.0,313002,实施方案
