,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000425.XSHE,430000425,徐工集团工程机械股份有限公司,000425.XSHE,2011-12-31,年度分红,2012-04-11,10派2.5元(含税),206275.8154,2012-05-16,10派2.5元(含税),206275.8154,2012-07-05,10派2.5元(含税),206275.8154,2.5,51568.9539,2012-07-10,2012-07-11,2012-07-11,206275.8154,313002,实施方案
000685.XSHE,430000685,中山公用事业集团股份有限公司,000685.XSHE,2011-12-31,年度分红,2012-04-17,10送3股派1元(含税),59898.7089,2012-05-12,10送3股派1元(含税),59898.7089,2012-07-03,10送3股派1元(含税),59898.7089,1.0,5989.8709,2012-07-10,2012-07-11,2012-07-11,59898.7089,313002,实施方案
600050.XSHG,420600050,中国联合网络通信股份有限公司,600050.XSHG,2011-12-31,年度分红,2012-03-23,10派0.335元(含税),2119659.6395,2012-05-30,10派0.335元(含税),2119659.6395,2012-07-02,10派0.335元(含税),2119659.6395,0.335,71008.5979,2012-07-05,2012-07-06,2012-07-11,2119659.6395,313002,实施方案
600216.XSHG,420600216,浙江医药股份有限公司,600216.XSHG,2011-12-31,年度分红,2012-04-24,10派6元(含税),45006.0,2012-06-25,10派6元(含税),45006.0,2012-06-30,10派6元(含税),45006.0,6.0,27003.6,2012-07-04,2012-07-05,2012-07-11,45006.0,313002,实施方案
601299.XSHG,300009747,中国北车股份有限公司,601299.XSHG,2011-12-31,年度分红,2012-04-12,10派0.5元(含税),1032005.6303,2012-05-24,10派0.5元(含税),1032005.6303,2012-06-27,10派0.5元(含税),1032005.6303,0.5,51600.2815,2012-07-02,2012-07-03,2012-07-11,1032005.6303,313002,实施方案
