,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,note,plan_progress_code,plan_progress
601238,5853,300006006,广州汽车集团股份有限公司,601238.XSHG,2014-06-30,中期分红,2014-08-27,10派0.8元(含税),2014-09-27,10派0.8元(含税),643502.0097,0.8,0.76,51480.1608,2014-10-09,2014-10-10,2014-10-10,643502.0097,分配股本基数为分红派息股权登记日登记在册的总股本,313002,实施方案
