,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
002594.XSHE,410001211,比亚迪股份有限公司,002594.XSHE,2016-12-31,年度分红,2017-03-29,10派1.78元(含税),2017-06-07,10派1.78元(含税),2017-07-28,10派1.78元(含税),272814.2855,1.78,1.78,48560.9428,2017-08-03,2017-08-04,2017-08-04,272814.2855,313002,实施方案
600380.XSHG,420600380,健康元药业集团股份有限公司,600380.XSHG,2016-12-31,年度分红,2017-04-18,10派1.6元(含税),2017-06-09,10派1.6元(含税),2017-07-29,10派1.6元(含税),157377.8272,1.6,1.6,25180.4524,2017-08-03,2017-08-04,2017-08-04,157377.8272,313002,实施方案
600582.XSHG,420600582,天地科技股份有限公司,600582.XSHG,2016-12-31,年度分红,2017-03-29,10派0.3元(含税),2017-06-29,10派0.3元(含税),2017-07-27,10派0.3元(含税),413858.8892,0.3,0.3,12415.7667,2017-08-03,2017-08-04,2017-08-04,413858.8892,313002,实施方案
601390.XSHG,300003904,中国中铁股份有限公司,601390.XSHG,2016-12-31,年度分红,2017-03-31,10派0.88元(含税),2017-06-29,10派0.88元(含税),2017-07-31,10派0.88元(含税),2284430.1543,0.88,0.88,201029.8536,2017-08-03,2017-08-04,2017-08-04,2284430.1543,313002,实施方案
601899.XSHG,300004143,紫金矿业集团股份有限公司,601899.XSHG,2016-12-31,年度分红,2017-06-09,10派0.6元(含税),2017-07-01,10派0.6元(含税),2017-07-28,10派0.6元(含税),2303121.8891,0.6,0.6,138187.3133,2017-08-03,2017-08-04,2017-08-04,2303121.8891,313002,实施方案
