,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,bonus_ratio_rmb,dividend_number,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,dividend_arrival_date,a_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,plan_progress_code,plan_progress
000425.XSHE,430000425,徐工集团工程机械股份有限公司,000425.XSHE,2011-01-05,特别分红,2011-01-05,10送10股派1.2元(含税),103137.9077,2011-01-27,10送10股派1.2元(含税),103137.9077,2011-03-10,10送10股派1.2元(含税),103137.9077,10.0,1.2,103137.9077,12376.5489,2011-03-15,2011-03-16,2011-03-16,2011-03-16,2011-03-16,103137.9077,206275.8154,35271.7388,70543.4776,313002,实施方案
