,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000333.XSHE,300005965,美的集团股份有限公司,000333.XSHE,2016-12-31,年度分红,2017-03-31,10派10元(含税),2017-04-22,10派10元(含税),2017-05-03,10派10元(含税),646567.7368,10.0,10.0,646567.7368,2017-05-09,2017-05-10,2017-05-10,646567.7368,313002,实施方案
002410.XSHE,300012609,广联达科技股份有限公司,002410.XSHE,2016-12-31,年度分红,2017-03-31,10派3元(含税),2017-04-26,10派3元(含税),2017-05-04,10派3元(含税),111936.1939,3.0,3.0,33580.8582,2017-05-09,2017-05-10,2017-05-10,111936.1939,313002,实施方案
002466.XSHE,300014189,天齐锂业股份有限公司,002466.XSHE,2016-12-31,年度分红,2017-03-28,10派1.8元(含税),2017-04-22,10派1.8元(含税),2017-05-04,10派1.8元(含税),99442.22,1.8,1.8,17899.5996,2017-05-09,2017-05-10,2017-05-10,99442.22,313002,实施方案
002508.XSHE,300015938,杭州老板电器股份有限公司,002508.XSHE,2016-12-31,年度分红,2017-03-30,10转增3股派5元(含税),2017-04-21,10转增3股派5元(含税),2017-05-04,10转增3股派5元(含税),73002.525,5.0,5.0,36501.2625,2017-05-09,2017-05-10,2017-05-10,73002.525,313002,实施方案
002841.XSHE,300029752,广州视源电子科技股份有限公司,002841.XSHE,2016-12-31,年度分红,2017-04-01,10派4.2元(含税),2017-04-25,10派4.2元(含税),2017-05-04,10派4.2元(含税),40350.0,4.2,4.2,16947.0,2017-05-09,2017-05-10,2017-05-10,40350.0,313002,实施方案
600570.XSHG,420600570,恒生电子股份有限公司,600570.XSHG,2016-12-31,年度分红,2017-03-28,10派1元(含税),2017-04-21,10派1元(含税),2017-05-03,10派1元(含税),61780.518,1.0,1.0,6178.0518,2017-05-09,2017-05-10,2017-05-10,61780.518,313002,实施方案
601933.XSHG,300016367,永辉超市股份有限公司,601933.XSHG,2016-12-31,年度分红,2017-03-31,10派1.2元(含税),2017-04-22,10派1.2元(含税),2017-05-02,10派1.2元(含税),957046.2108,1.2,1.2,114845.5453,2017-05-09,2017-05-10,2017-05-10,957046.2108,313002,实施方案
