,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
600690.XSHG,420600690,青岛海尔股份有限公司,600690.XSHG,2016-12-31,年度分红,2017-04-29,10派2.48元(含税),2017-06-29,10派2.48元(含税),2017-07-26,10派2.48元(含税),609740.2727,2.48,2.48,151215.5876,2017-07-31,2017-08-01,2017-08-01,609740.2727,313002,实施方案
600779.XSHG,420600779,四川水井坊股份有限公司,600779.XSHG,2016-12-31,年度分红,2017-04-28,10派4.6元(含税),2017-06-07,10派4.6元(含税),2017-07-25,10派4.6元(含税),48854.5698,4.6,4.6,22473.1021,2017-07-31,2017-08-01,2017-08-01,48854.5698,313002,实施方案
