,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,at_bonus_ratio_rmb,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,dividend_arrival_date,a_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,a_transfer_arrival_date,plan_progress_code,plan_progress
000612.XSHE,430000612,焦作万方铝业股份有限公司,000612.XSHE,2013-09-30,季度分红,2013-10-30,10送4转增4股派2.5元(含税),64944.2997,2013-11-16,10送4转增4股派2.5元(含税),64944.2997,2013-11-19,10送4转增4股派2.5元(含税),64944.2997,4.0,4.0,2.5,2.175,25977.7199,25977.7198,16236.0749,2013-11-22,2013-11-25,2013-11-25,2013-11-25,2013-11-25,64944.2997,116899.7394,48016.7308,86430.1154,2013-11-25,313002,实施方案
