,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000951,160879,430000951,中国重汽集团济南卡车股份有限公司,000951.XSHE,2017-12-31,年度分红,2018-03-24,10派6.8元(含税),67108.08,2018-04-27,10派6.8元(含税),67108.08,2018-05-11,10派6.8元(含税),67108.08,6.8,6.8,45633.4944,2018-05-17,2018-05-18,2018-05-18,67108.08,313002,实施方案
000977,44681,430000977,浪潮电子信息产业股份有限公司,000977.XSHE,2017-12-31,年度分红,2018-03-28,10派0.4元(含税),128925.2171,2018-04-21,10派0.4元(含税),128925.2171,2018-05-12,10派0.4元(含税),128925.2171,0.4,0.4,5157.0087,2018-05-17,2018-05-18,2018-05-18,128925.2171,313002,实施方案
002092,1160,300001463,新疆中泰化学股份有限公司,002092.XSHE,2017-12-31,年度分红,2018-03-06,10派1.5元(含税),214644.9598,2018-03-28,10派1.5元(含税),214644.9598,2018-05-11,10派1.5元(含税),214644.9598,1.5,1.5,32196.744,2018-05-17,2018-05-18,2018-05-18,214644.9598,313002,实施方案
002839,18630,300022943,江苏张家港农村商业银行股份有限公司,002839.XSHE,2017-12-31,年度分红,2018-03-24,10派1元(含税),180752.6665,2018-04-14,10派1元(含税),180752.6665,2018-05-11,10派1元(含税),180752.6665,1.0,1.0,18075.2667,2018-05-17,2018-05-18,2018-05-18,180752.6665,313002,实施方案
600021,23191,420600021,上海电力股份有限公司,600021.XSHG,2017-12-31,年度分红,2018-04-03,10派2元(含税),240965.7149,2018-04-28,10派2元(含税),240965.7149,2018-05-12,10派2元(含税),240965.7149,2.0,2.0,48193.143,2018-05-17,2018-05-18,2018-05-18,240965.7149,313002,实施方案
