,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000156.XSHE,430000156,华数传媒控股股份有限公司,000156.XSHE,2017-12-31,年度分红,2018-04-26,10派2元(含税),2018-06-25,10派2元(含税),2018-08-14,10派2元(含税),143335.1902,2.0,2.0,28667.037999999997,2018-08-20,2018-08-21,2018-08-21,143335.1902,313002,实施方案
600031.XSHG,420600031,三一重工股份有限公司,600031.XSHG,2017-12-31,年度分红,2018-04-17,10派1.6元(含税),2018-06-25,10派1.6元(含税),2018-08-14,10派1.6元(含税),778021.8039,1.6,1.6,124483.4886,2018-08-20,2018-08-21,2018-08-21,778021.8039,313002,实施方案
