,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
601857.XSHG,300003825,中国石油天然气股份有限公司,601857.XSHG,2013-06-30,中期分红,2013-08-23,10派1.611元(含税),18302097.7818,2013-09-06,10派1.611元(含税),18302097.7818,1.611,1.5305,2948467.9526,2013-09-11,2013-09-12,2013-10-24,18302097.7818,313002,实施方案
