,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000686.XSHE,430000686,东北证券股份有限公司,000686.XSHE,2017-12-31,年度分红,2018-03-30,10派1元（含税）,2018-04-20,10派1元（含税）,2018-06-07,10派1元（含税）,234045.2915,1.0,1.0,23404.5292,2018-06-12,2018-06-13,2018-06-13,234045.2915,313002,实施方案
000900.XSHE,430000900,现代投资股份有限公司,000900.XSHE,2017-12-31,年度分红,2018-04-20,10派1元(含税),2018-05-19,10派1元(含税),2018-06-07,10派1元(含税),151782.8334,1.0,1.0,15178.2833,2018-06-12,2018-06-13,2018-06-13,151782.8334,313002,实施方案
000963.XSHE,430000963,华东医药股份有限公司,000963.XSHE,2017-12-31,年度分红,2018-03-30,10转增5股派7.2元（含税）,2018-06-02,10转增5股派7.2元（含税）,2018-06-07,10转增5股派7.2元（含税）,97211.6416,7.2,7.2,69992.382,2018-06-12,2018-06-13,2018-06-13,97211.6416,313002,实施方案
002051.XSHE,430002051,中工国际工程股份有限公司,002051.XSHE,2017-12-31,年度分红,2018-04-04,10派3.5元(含税),2018-04-25,10派3.5元(含税),2018-06-06,10派3.5元(含税),111267.3216,3.5,3.5,38943.5626,2018-06-12,2018-06-13,2018-06-13,111267.3216,313002,实施方案
300168.XSHE,300015690,万达信息股份有限公司,300168.XSHE,2017-12-31,年度分红,2018-04-23,10派0.38元(含税),2018-05-15,10派0.38元(含税),2018-06-05,10派0.38元(含税),103108.2642,0.38,0.38,3918.114,2018-06-12,2018-06-13,2018-06-13,103108.2642,313002,实施方案
300408.XSHE,300023108,潮州三环(集团)股份有限公司,300408.XSHE,2017-12-31,年度分红,2018-04-20,10派2元(含税),2018-05-11,10派2元(含税),2018-06-07,10派2元(含税),174113.3822,2.0,2.0,34822.6764,2018-06-12,2018-06-13,2018-06-13,174113.3822,313002,实施方案
600170.XSHG,420600170,上海建工集团股份有限公司,600170.XSHG,2017-12-31,年度分红,2018-03-28,10派1.35元(含税),2018-05-24,10派1.35元(含税),2018-06-06,10派1.35元(含税),890439.7728,1.35,1.35,120209.3693,2018-06-12,2018-06-13,2018-06-13,890439.7728,313002,实施方案
600233.XSHG,420600233,圆通速递股份有限公司,600233.XSHG,2017-12-31,年度分红,2018-03-24,10派1.1元(含税),2018-04-17,10派1.1元(含税),2018-06-07,10派1.1元(含税),283077.1222,1.1,1.1,31138.4834,2018-06-12,2018-06-13,2018-06-13,283077.1222,313002,实施方案
600403.XSHG,420600403,河南大有能源股份有限公司,600403.XSHG,2017-12-31,年度分红,2018-03-30,10派0.61元（含税）,2018-04-27,10派0.61元（含税）,2018-06-05,10派0.61元（含税）,239081.2402,0.61,0.61,14583.9557,2018-06-12,2018-06-13,2018-06-13,239081.2402,313002,实施方案
