,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000039.XSHE,430000039,中国国际海运集装箱(集团)股份有限公司,000039.XSHE,2016-12-31,年度分红,2017-03-28,10派0.6元(含税),2017-06-10,10派0.6元(含税),2017-07-12,10派0.6元(含税),298037.2786,0.6,0.6,17882.2367,2017-07-19,2017-07-20,2017-07-20,298037.2786,313002,实施方案
600166.XSHG,420600166,北汽福田汽车股份有限公司,600166.XSHG,2016-12-31,年度分红,2017-04-15,10派0.26元(含税),2017-05-26,10派0.26元(含税),2017-07-13,10派0.26元(含税),667013.129,0.26,0.26,17342.3414,2017-07-19,2017-07-20,2017-07-20,667013.129,313002,实施方案
600446.XSHG,420600446,深圳市金证科技股份有限公司,600446.XSHG,2016-12-31,年度分红,2017-04-19,10派0.85元(含税),2017-06-30,10派0.85元(含税),2017-07-14,10派0.85元(含税),83500.95,0.85,0.85,7097.5808,2017-07-19,2017-07-20,2017-07-20,83500.95,313002,实施方案
600685.XSHG,420600685,中船海洋与防务装备股份有限公司,600685.XSHG,2016-12-31,年度分红,2017-04-01,10派0.16元(含税),2017-05-27,10派0.16元(含税),2017-07-13,10派0.16元(含税),141350.6378,0.16,0.16,2261.6102,2017-07-19,2017-07-20,2017-07-20,141350.6378,313002,实施方案
601225.XSHG,300023204,陕西煤业股份有限公司,601225.XSHG,2016-12-31,年度分红,2017-04-28,10派1.1元(含税),2017-06-22,10派1.1元(含税),2017-07-13,10派1.1元(含税),1000000.0,1.1,1.1,110000.0,2017-07-19,2017-07-20,2017-07-20,1000000.0,313002,实施方案
601229.XSHG,300010207,上海银行股份有限公司,601229.XSHG,2016-12-31,年度分红,2017-04-24,10转增3股派5元(含税),2017-06-24,10转增3股派5元(含税),2017-07-12,10转增3股派5元(含税),600445.0,5.0,5.0,300222.5,2017-07-19,2017-07-20,2017-07-20,600445.0,313002,实施方案
