,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,at_bonus_ratio_rmb,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,dividend_arrival_date,a_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,a_transfer_arrival_date,plan_progress_code,plan_progress
000540.XSHE,430000540,中天金融集团股份有限公司,000540.XSHE,2014-12-31,年度分红,2015-02-17,10送5转增10股派2元(含税),2015-03-11,10送5转增10股派2元(含税),2015-03-25,10送5转增10股派2元(含税),172199.7481,5.0,10.0,2.0,1.65,86099.87400000001,172199.7481,34439.9496,2015-03-31,2015-04-01,2015-04-01,2015-04-01,2015-04-01,172199.7481,430499.3702,128537.6541,321344.1353,2015-04-01,313002,实施方案
