,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,note,plan_progress_code,plan_progress
002456,11497,300013691,欧菲科技股份有限公司,002456.XSHE,2017-12-31,年度分红,2018-06-01,10派0.46元(含税),271444.5975,2018-06-23,10派0.46元(含税),271444.5975,2018-07-27,10派0.46元(含税),271444.5975,0.46,0.46,12486.4515,2018-08-03,2018-08-06,2018-08-06,271444.5975,2018-06-01：更正公告。,313002,实施方案
