,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000012.XSHE,430000012,中国南玻集团股份有限公司,000012.XSHE,2012-12-31,年度分红,2013-03-26,10派1.5元(含税),2013-04-24,10派1.5元(含税),2013-05-22,10派1.5元(含税),207533.556,1.5,1.425,31130.0334,2013-05-29,2013-05-30,2013-05-30,207533.556,313002,实施方案
002008.XSHE,430002008,大族激光科技产业集团股份有限公司,002008.XSHE,2012-12-31,年度分红,2013-04-23,10派2元(含税),2013-05-16,10派2元(含税),2013-05-24,10派2元(含税),104439.66,2.0,1.9,20887.932,2013-05-29,2013-05-30,2013-05-30,104439.66,313002,实施方案
002128.XSHE,300002704,内蒙古霍林河露天煤业股份有限公司,002128.XSHE,2012-12-31,年度分红,2013-03-14,10派2元(含税),2013-04-09,10派2元(含税),2013-05-22,10派2元(含税),132668.6166,2.0,1.9,26533.7233,2013-05-29,2013-05-30,2013-05-30,132668.6166,313002,实施方案
002146.XSHE,300003361,荣盛房地产发展股份有限公司,002146.XSHE,2012-12-31,年度分红,2013-03-20,10派1.5元(含税),2013-04-13,10派1.5元(含税),2013-05-24,10派1.5元(含税),188102.97,1.5,1.425,28215.4455,2013-05-29,2013-05-30,2013-05-30,188102.97,313002,实施方案
002470.XSHE,300014252,金正大生态工程集团股份有限公司,002470.XSHE,2012-12-31,年度分红,2013-03-26,10派1.5元(含税),2013-04-17,10派1.5元(含税),2013-05-24,10派1.5元(含税),70000.0,1.5,1.425,10500.0,2013-05-29,2013-05-30,2013-05-30,70000.0,313002,实施方案
600060.XSHG,420600060,青岛海信电器股份有限公司,600060.XSHG,2012-12-31,年度分红,2013-04-03,10派3.7元(含税),2013-04-27,10派3.7元(含税),2013-05-17,10派3.7元(含税),130664.5222,3.7,3.515,48345.8732,2013-05-23,2013-05-24,2013-05-30,130664.5222,313002,实施方案
600315.XSHG,420600315,上海家化联合股份有限公司,600315.XSHG,2012-12-31,年度分红,2013-03-15,10送5股派7元(含税),2013-05-17,10送5股派7元(含税),2013-05-21,10送5股派7元(含税),44835.0474,7.0,6.4,31384.5332,2013-05-24,2013-05-27,2013-05-30,44835.0474,313002,实施方案
600867.XSHG,420600867,通化东宝药业股份有限公司,600867.XSHG,2012-12-31,年度分红,2013-04-18,10转增2股派2元(含税),2013-05-10,10转增2股派2元(含税),2013-05-17,10转增2股派2元(含税),77621.2521,2.0,1.9,15524.2504,2013-05-23,2013-05-24,2013-05-30,77621.2521,313002,实施方案
601633.XSHG,410002333,长城汽车股份有限公司,601633.XSHG,2012-12-31,年度分红,2013-03-22,10派5.7元(含税),2013-05-11,10派5.7元(含税),2013-05-18,10派5.7元(含税),304242.3,5.7,5.415,173418.111,2013-05-23,2013-05-24,2013-05-30,304242.3,313002,实施方案
