,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,note,plan_progress_code,plan_progress
600028,166814,420600028,中国石油化工股份有限公司,600028.XSHG,2018-06-30,中期分红,2018-08-27,10派1.6元(含税),2018-09-05,10派1.6元(含税),12107120.9646,1.6,1.6,1937139.3543,2018-09-11,2018-09-12,2018-09-12,12107120.9646,以分红派息股权登记日公司的总股本为基数,313002,实施方案
