,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,shareholders_plan_pub_date,shareholders_plan_bonusnote,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000413.XSHE,430000413,东旭光电科技股份有限公司,000413.XSHE,2017-12-31,年度分红,2018-04-20,10派0.7元(含税),2018-05-11,10派0.7元(含税),2018-07-03,10派0.7元(含税),573025.0118,0.7,0.7,40111.7508,2018-07-06,2018-07-09,2018-07-09,573025.0118,313002,实施方案
000667.XSHE,430000667,美好置业集团股份有限公司,000667.XSHE,2017-12-31,年度分红,2018-04-21,10派0.25元(含税),2018-05-15,10派0.25元(含税),2018-06-29,10派0.25元(含税),255959.2332,0.25,0.25,6398.9808,2018-07-06,2018-07-09,2018-07-09,255959.2332,313002,实施方案
000869.XSHE,430000869,烟台张裕葡萄酿酒股份有限公司,000869.XSHE,2017-12-31,年度分红,2018-04-23,10派5元(含税),2018-05-25,10派5元(含税),2018-06-30,10派5元(含税),68546.4,5.0,5.0,34273.2,2018-07-06,2018-07-09,2018-07-09,68546.4,313002,实施方案
002558.XSHE,300018280,巨人网络集团股份有限公司,002558.XSHE,2017-12-31,年度分红,2018-04-26,10派2元(含税),2018-06-29,10派2元(含税),2018-07-03,10派2元(含税),202437.9932,2.0,2.0,40487.5986,2018-07-06,2018-07-09,2018-07-09,202437.9932,313002,实施方案
300070.XSHE,300011168,北京碧水源科技股份有限公司,300070.XSHE,2017-12-31,年度分红,2018-04-21,10派0.9元(含税),2018-05-11,10派0.9元(含税),2018-07-03,10派0.896794元(含税),315051.0734,0.8968,0.8968,28253.5912,2018-07-06,2018-07-09,2018-07-09,315051.0734,313002,实施方案
600325.XSHG,420600325,珠海华发实业股份有限公司,600325.XSHG,2017-12-31,年度分红,2018-04-12,10派3元(含税),2018-05-10,10派3元(含税),2018-07-03,10派3元(含税),211831.3116,3.0,3.0,63549.3935,2018-07-06,2018-07-09,2018-07-09,211831.3116,313002,实施方案
601088.XSHG,300003701,中国神华能源股份有限公司,601088.XSHG,2017-12-31,年度分红,2018-03-24,10派9.1元(含税),2018-06-23,10派9.1元(含税),2018-06-30,10派9.1元(含税),1988962.0455,9.1,9.1,1809955.4614,2018-07-06,2018-07-09,2018-07-09,1988962.0455,313002,实施方案
