,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,note,plan_progress_code,plan_progress
601991.XSHG,300001601,大唐国际发电股份有限公司,601991.XSHG,2010-12-31,年度分红,2011-03-23,10派0.7元(含税),1331003.7578,2011-08-29,10派0.7元(含税),1331003.7578,2011-10-13,10派0.7元(含税),1331003.7578,0.7,93170.263,2011-10-18,2011-10-19,2011-10-25,1331003.7578,"2011-07-11:董事会提出新的分配方案：10派0.7元(含税)。
2011-06-04:撤销2010年度利润分配预案,非公开发行股票实施完毕后另行公告。",313002,实施方案
