,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
002450.XSHE,300013433,康得新复合材料集团股份有限公司,002450.XSHE,2017-12-31,年度分红,2018-04-20,10派0.6995元（含税）,354090.0282,2018-08-04,10派0.6995元（含税）,354090.0282,2018-09-21,10派0.6995元（含税）,354090.0282,0.6995,0.6995,24768.5975,2018-09-27,2018-09-28,2018-09-28,354090.0282,313002,实施方案
600346.XSHG,420600346,恒力石化股份有限公司,600346.XSHG,2018-06-30,中期分红,2018-07-28,10派2.5元(含税),505278.9925,2018-08-14,10派2.5元(含税),505278.9925,2018-09-20,10派2.5元(含税),505278.9925,2.5,2.5,126319.7481,2018-09-27,2018-09-28,2018-09-28,505278.9925,313002,实施方案
