,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000157.XSHE,430000157,中联重科股份有限公司,000157.XSHE,2011-12-31,年度分红,2012-03-16,10派2.5元(含税),770595.405,2012-06-30,10派2.5元(含税),770595.405,2012-07-26,10派2.5元(含税),770595.405,2.5,192648.8513,2012-08-02,2012-08-03,2012-08-03,770595.405,313002,实施方案
600350.XSHG,420600350,山东高速股份有限公司,600350.XSHG,2011-12-31,年度分红,2012-03-27,10派1.55元(含税),481116.5857,2012-06-09,10派1.55元(含税),481116.5857,2012-07-24,10派1.55元(含税),481116.5857,1.55,74573.0708,2012-07-27,2012-07-30,2012-08-03,481116.5857,313002,实施方案
601186.XSHG,300004347,中国铁建股份有限公司,601186.XSHG,2011-12-31,年度分红,2012-03-30,10派1元(含税),1233754.15,2012-06-13,10派1元(含税),1233754.15,2012-07-23,10派1元(含税),1233754.15,1.0,123375.415,2012-07-27,2012-07-30,2012-08-03,1233754.15,313002,实施方案
601390.XSHG,300003904,中国中铁股份有限公司,601390.XSHG,2011-12-31,年度分红,2012-03-31,10派0.48元(含税),2129990.0,2012-06-27,10派0.48元(含税),2129990.0,2012-07-23,10派0.48元(含税),2129990.0,0.48,102239.52,2012-07-27,2012-07-30,2012-08-03,2129990.0,313002,实施方案
601991.XSHG,300001601,大唐国际发电股份有限公司,601991.XSHG,2011-12-31,年度分红,2012-03-26,10派1.1元(含税),1331003.7578,2012-06-07,10派1.1元(含税),1331003.7578,2012-07-23,10派1.1元(含税),1331003.7578,1.1,146410.4134,2012-07-26,2012-07-27,2012-08-03,1331003.7578,313002,实施方案
