,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
002106.XSHE,300001921,深圳莱宝高科技股份有限公司,002106.XSHE,2011-12-31,年度分红,2012-03-15,10派1.5元(含税),60039.615999999995,2012-04-07,10派1.5元(含税),60039.615999999995,2012-05-17,10派1.5元(含税),60039.615999999995,1.5,9005.9424,2012-05-22,2012-05-23,2012-05-23,60039.615999999995,313002,实施方案
002195.XSHE,300003909,上海二三四五网络控股集团股份有限公司,002195.XSHE,2011-12-31,年度分红,2012-04-18,10派1元(含税),11396.0,2012-05-15,10派1元(含税),11396.0,2012-05-17,10派1元(含税),11396.0,1.0,1139.6,2012-05-22,2012-05-23,2012-05-23,11396.0,313002,实施方案
600880.XSHG,420600880,成都博瑞传播股份有限公司,600880.XSHG,2011-12-31,年度分红,2012-03-03,10派1.5元(含税),62798.0077,2012-03-30,10派1.5元(含税),62798.0077,2012-05-11,10派1.5元(含税),62798.0077,1.5,9419.7012,2012-05-16,2012-05-17,2012-05-23,62798.0077,313002,实施方案
