,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000540.XSHE,430000540,中天金融集团股份有限公司,000540.XSHE,2011-12-31,年度分红,2012-04-26,10派1元(含税),127881.2292,2012-05-18,10派1元(含税),127881.2292,2012-07-10,10派1元(含税),127881.2292,1.0,12788.1229,2012-07-13,2012-07-16,2012-07-16,127881.2292,313002,实施方案
600021.XSHG,420600021,上海电力股份有限公司,600021.XSHG,2011-12-31,年度分红,2012-03-29,10派0.5元(含税),213973.9257,2012-06-18,10派0.5元(含税),213973.9257,2012-07-03,10派0.5元(含税),213973.9257,0.5,10698.6963,2012-07-09,2012-07-10,2012-07-16,213973.9257,313002,实施方案
600362.XSHG,420600362,江西铜业股份有限公司,600362.XSHG,2011-12-31,年度分红,2012-03-28,10派5元(含税),346272.9405,2012-06-20,10派5元(含税),346272.9405,2012-07-04,10派5元(含税),346272.9405,5.0,173136.4703,2012-07-09,2012-07-10,2012-07-16,346272.9405,313002,实施方案
600875.XSHG,420600875,东方电气股份有限公司,600875.XSHG,2011-12-31,年度分红,2012-03-30,10派1.6元(含税),200386.0,2012-05-18,10派1.6元(含税),200386.0,2012-07-04,10派1.6元(含税),200386.0,1.6,32061.76,2012-07-09,2012-07-10,2012-07-16,200386.0,313002,实施方案
601099.XSHG,300004122,太平洋证券股份有限公司,601099.XSHG,2011-12-31,年度分红,2012-04-27,10送1股派0.35元(含税),150331.3349,2012-05-18,10送1股派0.35元(含税),150331.3349,2012-07-04,10送1股派0.35元(含税),150331.3349,0.35,5261.5967,2012-07-09,2012-07-10,2012-07-16,150331.3349,313002,实施方案
601288.XSHG,450000020,中国农业银行股份有限公司,601288.XSHG,2011-12-31,年度分红,2012-03-23,10派1.315元(含税),32479411.7,2012-06-09,10派1.315元(含税),32479411.7,2012-06-12,10派1.315元(含税),32479411.7,1.315,4271042.6386,2012-06-19,2012-06-20,2012-07-16,32479411.7,313002,实施方案
