,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000718.XSHE,430000718,苏宁环球股份有限公司,000718.XSHE,2012-12-31,年度分红,2013-04-26,10派1元(含税),204319.2561,2013-05-18,10派1元(含税),204319.2561,2013-06-26,10派1元(含税),204319.2561,1.0,0.95,20431.9256,2013-07-01,2013-07-02,2013-07-02,204319.2561,313002,实施方案
600654.XSHG,420600654,中安科股份有限公司,600654.XSHG,2012-12-31,年度分红,2013-03-23,10派0.42元(含税),75504.3154,2013-05-29,10派0.42元(含税),75504.3154,2013-06-20,10派0.42元(含税),75504.3154,0.42,0.39899999999999997,3171.1812,2013-06-25,2013-06-26,2013-07-02,75504.3154,313002,实施方案
601717.XSHG,300013667,郑州煤矿机械集团股份有限公司,601717.XSHG,2012-12-31,年度分红,2013-03-20,10派3元(含税),162112.2,2013-06-08,10派3元(含税),162112.2,2013-06-20,10派3元(含税),162112.2,3.0,2.85,48633.66,2013-06-25,2013-06-26,2013-07-02,162112.2,313002,实施方案
