,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
600018.XSHG,300001281,上海国际港务(集团)股份有限公司,600018.XSHG,2010-12-31,年度分红,2011-04-21,10派1.08元(含税),2275517.965,2011-05-21,10派1.08元(含税),2275517.965,2011-07-06,10派1.08元(含税),2275517.965,1.08,245755.9402,2011-07-13,2011-07-14,2011-07-20,2275517.965,313002,实施方案
600578.XSHG,420600578,北京京能电力股份有限公司,600578.XSHG,2010-12-31,年度分红,2011-03-18,10转增2股派1元(含税),65602.129,2011-05-21,10转增2股派1元(含税),65602.129,2011-07-08,10转增2股派1元(含税),65602.129,1.0,6560.2129,2011-07-13,2011-07-14,2011-07-20,65602.129,313002,实施方案
600999.XSHG,460000118,招商证券股份有限公司,600999.XSHG,2010-12-31,年度分红,2011-04-19,10转增3股派3元(含税),358546.1407,2011-05-28,10转增3股派3元(含税),358546.1407,2011-07-08,10转增3股派3元(含税),358546.1407,3.0,107563.8422,2011-07-13,2011-07-14,2011-07-20,358546.1407,313002,实施方案
601992.XSHG,300006630,北京金隅集团股份有限公司,601992.XSHG,2010-12-31,年度分红,2011-03-31,10派0.7元(含税),428373.706,2011-05-25,10派0.7元(含税),428373.706,2011-07-05,10派0.7元(含税),428373.706,0.7,29986.1594,2011-07-08,2011-07-11,2011-07-20,428373.706,313002,实施方案
