,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000900,159445,430000900,现代投资股份有限公司,000900.XSHE,2010-12-31,年度分红,2011-04-19,10派2元(含税),39916.59,2011-05-13,10派2元(含税),39916.59,2011-06-16,10派2元(含税),39916.59,2.0,7983.318,2011-06-22,2011-06-23,2011-06-23,39916.59,313002,实施方案
000961,161169,430000961,江苏中南建设集团股份有限公司,000961.XSHE,2010-12-31,年度分红,2011-04-06,10派1元(含税),116783.9226,2011-04-29,10派1元(含税),116783.9226,2011-06-17,10派1元(含税),116783.9226,1.0,11678.3923,2011-06-22,2011-06-23,2011-06-23,116783.9226,313002,实施方案
600087,25120,420600087,中国长江航运集团南京油运股份有限公司,600087.XSHG,2010-12-31,年度分红,2011-03-04,10送0.9转增7.1股派0.1元(含税),188566.06699999998,2011-06-08,10送0.9转增7.1股派0.1元(含税),188566.06699999998,2011-06-13,10送0.9转增7.1股派0.1元(含税),188566.06699999998,0.1,1885.6607,2011-06-16,2011-06-17,2011-06-23,188566.06699999998,313002,实施方案
