,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000402.XSHE,430000402,金融街控股股份有限公司,000402.XSHE,2010-12-31,年度分红,2011-04-08,10派2.5元(含税),302707.9809,2011-05-07,10派2.5元(含税),302707.9809,2011-06-28,10派2.5元(含税),302707.9809,2.5,75676.9952,2011-07-04,2011-07-05,2011-07-05,302707.9809,313002,实施方案
000718.XSHE,430000718,苏宁环球股份有限公司,000718.XSHE,2010-12-31,年度分红,2011-04-20,10送1转增1股派1.2元(含税),170266.0468,2011-05-12,10送1转增1股派1.2元(含税),170266.0468,2011-06-28,10送1转增1股派1.2元(含税),170266.0468,1.2,20431.9256,2011-07-04,2011-07-05,2011-07-05,170266.0468,313002,实施方案
000983.XSHE,430000983,山西西山煤电股份有限公司,000983.XSHE,2010-12-31,年度分红,2011-04-08,10派5元(含税),315120.0,2011-05-06,10派5元(含税),315120.0,2011-06-29,10派5元(含税),315120.0,5.0,157560.0,2011-07-04,2011-07-05,2011-07-05,315120.0,313002,实施方案
600871.XSHG,420600871,中石化石油工程技术服务股份有限公司,600871.XSHG,2010-12-31,年度分红,2011-03-29,10派0.3元(含税),400000.0,2011-06-09,10派0.3元(含税),400000.0,2011-06-23,10派0.3元(含税),400000.0,0.3,12000.0,2011-06-28,2011-06-29,2011-07-05,400000.0,313002,实施方案
601006.XSHG,300000261,大秦铁路股份有限公司,601006.XSHG,2010-12-31,年度分红,2011-04-29,10派3.5元(含税),1486679.1491,2011-05-25,10派3.5元(含税),1486679.1491,2011-06-23,10派3.5元(含税),1486679.1491,3.5,520337.7022,2011-06-28,2011-06-29,2011-07-05,1486679.1491,313002,实施方案
601699.XSHG,300000721,山西潞安环保能源开发股份有限公司,601699.XSHG,2010-12-31,年度分红,2011-03-30,10送6转增4股派10元(含税),115054.2,2011-06-16,10送6转增4股派10元(含税),115054.2,2011-06-22,10送6转增4股派10元(含税),115054.2,10.0,115054.2,2011-06-27,2011-06-28,2011-07-05,115054.2,313002,实施方案
