,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,transfer_ratio,bonus_ratio_rmb,transfer_number,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,a_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,a_transfer_arrival_date,plan_progress_code,plan_progress
002410,10323,300012609,广联达科技股份有限公司,002410.XSHE,2011-12-31,年度分红,2012-03-15,10转增5股派5元(含税),27000.0,2012-04-10,10转增5股派5元(含税),27000.0,2012-04-13,10转增5股派5元(含税),27000.0,5.0,5.0,13500.0,13500.0,2012-04-19,2012-04-20,2012-04-20,2012-04-20,27000.0,40500.0,6571.1429,9856.7144,2012-04-20,313002,实施方案
