,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
002069.XSHE,300000781,獐子岛集团股份有限公司,002069.XSHE,2010-12-31,年度分红,2011-03-15,10转增5股派5元(含税),47407.4796,2011-04-08,10转增5股派5元(含税),47407.4796,2011-04-15,10转增5股派5元(含税),47407.4796,5.0,23703.7398,2011-04-21,2011-04-22,2011-04-22,47407.4796,313002,实施方案
002153.XSHE,300003424,北京中长石基信息技术股份有限公司,002153.XSHE,2010-12-31,年度分红,2011-03-09,10转增3.8股派1元(含税),22400.0,2011-04-13,10转增3.8股派1元(含税),22400.0,2011-04-15,10转增3.8股派1元(含税),22400.0,1.0,2240.0,2011-04-21,2011-04-22,2011-04-22,22400.0,313002,实施方案
600183.XSHG,420600183,广东生益科技股份有限公司,600183.XSHG,2010-12-31,年度分红,2011-03-16,10派3元(含税),95702.3438,2011-04-09,10派3元(含税),95702.3438,2011-04-13,10派3元(含税),95702.3438,3.0,28710.7031,2011-04-18,2011-04-19,2011-04-22,95702.3438,313002,实施方案
