,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000039.XSHE,430000039,中国国际海运集装箱(集团)股份有限公司,000039.XSHE,2013-12-31,年度分红,2014-03-26,10派2.7元(含税),266239.6051,2014-06-30,10派2.7元(含税),266239.6051,2014-07-24,10派2.7元(含税),266239.6051,2.7,2.565,71884.6934,2014-07-30,2014-07-31,2014-07-31,266239.6051,313002,实施方案
600029.XSHG,420600029,中国南方航空股份有限公司,600029.XSHG,2013-12-31,年度分红,2014-03-29,10派0.4元(含税),981756.7,2014-06-27,10派0.4元(含税),981756.7,2014-07-25,10派0.4元(含税),981756.7,0.4,0.38,39270.268,2014-07-30,2014-07-31,2014-07-31,981756.7,313002,实施方案
600169.XSHG,420600169,太原重工股份有限公司,600169.XSHG,2013-12-31,年度分红,2014-04-12,10派0.1元(含税),242395.5,2014-06-10,10派0.1元(含税),242395.5,2014-07-25,10派0.1元(含税),242395.5,0.1,0.095,2423.955,2014-07-30,2014-07-31,2014-07-31,242395.5,313002,实施方案
600362.XSHG,420600362,江西铜业股份有限公司,600362.XSHG,2013-12-31,年度分红,2014-03-26,10派5元(含税),346272.9405,2014-06-12,10派5元(含税),346272.9405,2014-07-24,10派5元(含税),346272.9405,5.0,4.75,173136.4703,2014-07-30,2014-07-31,2014-07-31,346272.9405,313002,实施方案
