,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000060.XSHE,430000060,深圳市中金岭南有色金属股份有限公司,000060.XSHE,2016-12-31,年度分红,2017-04-01,10派0.3元(含税),221262.7938,2017-04-22,10派0.3元(含税),221262.7938,2017-05-05,10派0.3元(含税),221262.7938,0.3,0.3,6637.8838,2017-05-10,2017-05-11,2017-05-11,221262.7938,313002,实施方案
000559.XSHE,430000559,万向钱潮股份有限公司,000559.XSHE,2016-12-31,年度分红,2017-02-28,10送2股派1元(含税),229429.9545,2017-03-31,10送2股派1元(含税),229429.9545,2017-05-05,10送2股派1元(含税),229429.9545,1.0,1.0,22942.9955,2017-05-10,2017-05-11,2017-05-11,229429.9545,313002,实施方案
000895.XSHE,430000895,河南双汇投资发展股份有限公司,000895.XSHE,2016-12-31,年度分红,2017-03-23,10派12元(含税),329955.8284,2017-04-28,10派12元(含税),329955.8284,2017-05-04,10派12元(含税),329955.8284,12.0,12.0,395946.9941,2017-05-10,2017-05-11,2017-05-11,329955.8284,313002,实施方案
601360.XSHG,300021962,三六零安全科技股份有限公司,601360.XSHG,2016-12-31,年度分红,2017-03-30,10派1.3元(含税),39718.2443,2017-04-21,10派1.3元(含税),39718.2443,2017-05-05,10派1.3元(含税),39718.2443,1.3,1.3,5163.3718,2017-05-10,2017-05-11,2017-05-11,39718.2443,313002,实施方案
