,id,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,transfer_ratio,bonus_ratio_rmb,transfer_number,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,a_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,a_transfer_arrival_date,plan_progress_code,plan_progress
601233,15303,300019547,桐昆集团股份有限公司,601233.XSHG,2011-06-30,中期分红,2011-08-05,10转增10股派8元(含税),48180.0,2011-08-24,10转增10股派8元(含税),48180.0,2011-08-31,10转增10股派8元(含税),48180.0,10.0,8.0,48180.0,38544.0,2011-09-05,2011-09-06,2011-09-13,2011-09-07,48180.0,96360.0,12000.0,24000.0,2011-09-07,313002,实施方案
