,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,dividend_ratio,transfer_ratio,bonus_ratio_rmb,at_bonus_ratio_rmb,dividend_number,transfer_number,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,dividend_arrival_date,a_increment_listing_date,total_capital_before_transfer,total_capital_after_transfer,float_capital_before_transfer,float_capital_after_transfer,a_transfer_arrival_date,plan_progress_code,plan_progress
601012.XSHG,300022338,隆基绿能科技股份有限公司,601012.XSHG,2014-12-31,年度分红,2015-02-17,10送5转增15股派1.3元(含税),54779.63,2015-03-13,10送5转增15股派1.3元(含税),54779.63,2015-04-28,10送5转增15股派1.3元(含税),54779.63,5.0,15.0,1.3,0.985,27389.815,82169.445,7121.3519,2015-05-04,2015-05-05,2015-05-05,2015-05-06,2015-05-06,54779.63,164338.89,53852.4,161557.2,2015-05-06,313002,实施方案
