,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
600648.XSHG,420600648,上海外高桥集团股份有限公司,600648.XSHG,2015-12-31,年度分红,2016-04-28,10派1.5元(含税),113534.9124,2016-06-25,10派1.5元(含税),113534.9124,2016-07-22,10派1.5元(含税),113534.9124,1.5,1.5,17030.2369,2016-07-27,2016-07-28,2016-07-28,113534.9124,313002,实施方案
600779.XSHG,420600779,四川水井坊股份有限公司,600779.XSHG,2015-12-31,年度分红,2016-04-28,10派0.75元(含税),48854.5698,2016-06-04,10派0.75元(含税),48854.5698,2016-07-21,10派0.75元(含税),48854.5698,0.75,0.75,3664.0927,2016-07-27,2016-07-28,2016-07-28,48854.5698,313002,实施方案
