,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
002624.XSHE,300021520,完美世界股份有限公司,002624.XSHE,2017-12-31,年度分红,2018-03-30,10派1.7元(含税),131470.2005,2018-04-20,10派1.7元(含税),131470.2005,2018-04-24,10派1.7元(含税),131470.2005,1.7,1.7,22349.9341,2018-04-27,2018-05-02,2018-05-02,131470.2005,313002,实施方案
600588.XSHG,420600588,用友网络科技股份有限公司,600588.XSHG,2017-12-31,年度分红,2018-03-24,10转增3股派1.5元(含税),146122.6228,2018-04-14,10转增3股派1.5元(含税),146122.6228,2018-04-24,10转增3股派1.5元(含税),146122.6228,1.5,1.5,21918.3934,2018-04-27,2018-05-02,2018-05-02,146122.6228,313002,实施方案
