,company_id,company_name,code,report_date,bonus_type,board_plan_pub_date,board_plan_bonusnote,distributed_share_base_board,shareholders_plan_pub_date,shareholders_plan_bonusnote,distributed_share_base_shareholders,implementation_pub_date,implementation_bonusnote,distributed_share_base_implement,bonus_ratio_rmb,at_bonus_ratio_rmb,bonus_amount_rmb,a_registration_date,a_xr_date,a_bonus_date,total_capital_before_transfer,plan_progress_code,plan_progress
000333.XSHE,300005965,美的集团股份有限公司,000333.XSHE,2013-12-31,年度分红,2014-03-29,10转增15股派20元(含税),168632.3389,2014-04-22,10转增15股派20元(含税),168632.3389,2014-04-23,10转增15股派20元(含税),168632.3389,20.0,19.0,337264.6778,2014-04-29,2014-04-30,2014-04-30,168632.3389,313002,实施方案
002465.XSHE,300014188,广州海格通信集团股份有限公司,002465.XSHE,2013-12-31,年度分红,2014-03-26,10转增5股派1元(含税),66501.302,2014-04-17,10转增5股派1元(含税),66501.302,2014-04-23,10转增5股派1元(含税),66501.302,1.0,0.95,6650.1302,2014-04-29,2014-04-30,2014-04-30,66501.302,313002,实施方案
002572.XSHE,300019037,索菲亚家居股份有限公司,002572.XSHE,2013-12-31,年度分红,2014-03-28,10派2.5元(含税),44099.0,2014-04-19,10派2.5元(含税),44099.0,2014-04-23,10派2.5元(含税),44099.0,2.5,2.375,11024.75,2014-04-29,2014-04-30,2014-04-30,44099.0,313002,实施方案
601369.XSHG,300012093,西安陕鼓动力股份有限公司,601369.XSHG,2013-12-31,年度分红,2014-02-27,10派3.5元(含税),163877.0233,2014-03-22,10派3.5元(含税),163877.0233,2014-04-18,10派3.5元(含税),163877.0233,3.5,3.325,57356.9582,2014-04-24,2014-04-25,2014-04-30,163877.0233,313002,实施方案
